axis,bucket,descriptor,descriptor_gender,descriptor_preference,noun,plural_noun,noun_gender,noun_phrase,plural_noun_phrase,noun_phrase_type
ability,(none),who stutters,(none),reviewed,brother,brothers,male,a brother who stutters,brothers who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,child,children,neutral,a child who stutters,children who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,dad,dads,male,a dad who stutters,dads who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,daughter,daughters,female,a daughter who stutters,daughters who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,father,fathers,male,a father who stutters,fathers who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,girl,girls,female,a girl who stutters,girls who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,grandfather,grandfathers,male,a grandfather who stutters,grandfathers who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,grandma,grandmas,female,a grandma who stutters,grandmas who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,grandmother,grandmothers,female,a grandmother who stutters,grandmothers who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,grandpa,grandpas,male,a grandpa who stutters,grandpas who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,grandparent,grandparents,neutral,a grandparent who stutters,grandparents who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,guy,guys,male,a guy who stutters,guys who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,husband,husbands,male,a husband who stutters,husbands who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,individual,individuals,neutral,an individual who stutters,individuals who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,kid,kids,neutral,a kid who stutters,kids who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,lady,ladies,female,a lady who stutters,ladies who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,man,men,male,a man who stutters,men who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,mom,moms,female,a mom who stutters,moms who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,mother,mothers,female,a mother who stutters,mothers who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,parent,parents,neutral,a parent who stutters,parents who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,person,people,neutral,a person who stutters,people who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,sibling,siblings,neutral,a sibling who stutters,siblings who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,sister,sisters,female,a sister who stutters,sisters who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,son,sons,male,a son who stutters,sons who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,spouse,spouses,neutral,a spouse who stutters,spouses who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,veteran,veterans,neutral,a veteran who stutters,veterans who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,wife,wives,female,a wife who stutters,wives who stutter,noun_descriptor
ability,(none),who stutters,(none),reviewed,woman,women,female,a woman who stutters,women who stutter,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,boy,boys,male,a boy who uses a wheelchair,boys who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,bro,bros,male,a bro who uses a wheelchair,bros who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,brother,brothers,male,a brother who uses a wheelchair,brothers who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,child,children,neutral,a child who uses a wheelchair,children who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,dad,dads,male,a dad who uses a wheelchair,dads who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,daughter,daughters,female,a daughter who uses a wheelchair,daughters who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,father,fathers,male,a father who uses a wheelchair,fathers who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,girl,girls,female,a girl who uses a wheelchair,girls who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,grandfather,grandfathers,male,a grandfather who uses a wheelchair,grandfathers who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,grandma,grandmas,female,a grandma who uses a wheelchair,grandmas who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,grandmother,grandmothers,female,a grandmother who uses a wheelchair,grandmothers who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,grandpa,grandpas,male,a grandpa who uses a wheelchair,grandpas who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,grandparent,grandparents,neutral,a grandparent who uses a wheelchair,grandparents who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,guy,guys,male,a guy who uses a wheelchair,guys who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,husband,husbands,male,a husband who uses a wheelchair,husbands who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,individual,individuals,neutral,an individual who uses a wheelchair,individuals who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,kid,kids,neutral,a kid who uses a wheelchair,kids who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,lady,ladies,female,a lady who uses a wheelchair,ladies who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,man,men,male,a man who uses a wheelchair,men who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,mom,moms,female,a mom who uses a wheelchair,moms who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,mother,mothers,female,a mother who uses a wheelchair,mothers who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,parent,parents,neutral,a parent who uses a wheelchair,parents who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,person,people,neutral,a person who uses a wheelchair,people who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,sibling,siblings,neutral,a sibling who uses a wheelchair,siblings who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,sister,sisters,female,a sister who uses a wheelchair,sisters who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,son,sons,male,a son who uses a wheelchair,sons who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,spouse,spouses,neutral,a spouse who uses a wheelchair,spouses who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,veteran,veterans,neutral,a veteran who uses a wheelchair,veterans who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,wife,wives,female,a wife who uses a wheelchair,wives who use wheelchairs,noun_descriptor
ability,(none),who uses a wheelchair,(none),reviewed,woman,women,female,a woman who uses a wheelchair,women who use wheelchairs,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,boy,boys,male,a boy who walks with crutches,boys who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,bro,bros,male,a bro who walks with crutches,bros who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,brother,brothers,male,a brother who walks with crutches,brothers who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,child,children,neutral,a child who walks with crutches,children who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,dad,dads,male,a dad who walks with crutches,dads who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,daughter,daughters,female,a daughter who walks with crutches,daughters who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,father,fathers,male,a father who walks with crutches,fathers who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,girl,girls,female,a girl who walks with crutches,girls who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,grandfather,grandfathers,male,a grandfather who walks with crutches,grandfathers who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,grandma,grandmas,female,a grandma who walks with crutches,grandmas who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,grandmother,grandmothers,female,a grandmother who walks with crutches,grandmothers who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,grandpa,grandpas,male,a grandpa who walks with crutches,grandpas who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,grandparent,grandparents,neutral,a grandparent who walks with crutches,grandparents who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,guy,guys,male,a guy who walks with crutches,guys who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,husband,husbands,male,a husband who walks with crutches,husbands who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,individual,individuals,neutral,an individual who walks with crutches,individuals who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,kid,kids,neutral,a kid who walks with crutches,kids who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,lady,ladies,female,a lady who walks with crutches,ladies who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,man,men,male,a man who walks with crutches,men who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,mom,moms,female,a mom who walks with crutches,moms who walk with crutches,noun_descriptor
ability,(none),who walks with crutches,(none),reviewed,mother,mothers,female,a mother who walks with crutches,mothers who walk with crutches,noun_descriptor
